Title,Artist,Album,TrackURI
We Are Never Ever Getting Back Together (Taylor's Version),Taylor Swift,Red (Taylor's Version),spotify:track:5YqltLsjdqFtvqE7Nrysvs
Burst The Gravity,Altima,Burst The Gravity,spotify:track:3wCECOnfQv4e65osTfuwHg
Fight 4 Real,Altima,Fight 4 Real,spotify:track:00nVj3ld8RKR7s6emeFCkK
Golden,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,Golden (from the Netflix film KPop Demon Hunters),spotify:track:5Cp75TUMrHF6c8xbhdligS
Golden,HUNTR/X;EJAE;AUDREY NUNA;REI AMI;KPop Demon Hunters Cast,KPop Demon Hunters (Soundtrack from the Netflix Film),spotify:track:1CPZ5BxNNd0n0nF4Orb9JS
Billie Jean,Michael Jackson,Thriller,spotify:track:7J1uxwnxfQLu4APicE5Rnj
I Want You,Savage Garden,Savage Garden,spotify:track:3XorCFmcupSm5QS6hA9g4N
It's a Beautiful Day,Michael Bublé,To Be Loved,spotify:track:0mvkwaZMP2gAy2ApQLtZRv
Sucker,Jonas Brothers,Happiness Begins,spotify:track:22vgEDb5hykfaTwLuskFGD
Something Just Like This,The Chainsmokers;Coldplay,Something Just Like This,spotify:track:1dNIEtp7AY3oDAKCGg2XkH
Titanium (feat. Sia),David Guetta;Sia,Nothing but the Beat (Ultimate Edition),spotify:track:0TDLuuLlV54CkRRUOahJb4
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira;Freshlyground,Summer Party Anthems,spotify:track:1ZlHr9FYHT7YTbXCoxPq5C
Shake It Off,Taylor Swift,1989 (Deluxe),spotify:track:0cqRj7pUJDkTCEsJkx8snD
Secret Love Song (feat. Jason Derulo),Little Mix;Jason Derulo,Get Weird (Expanded Edition),spotify:track:6KHL1En9v6iNWjcs44mcmU
Whistle,Flo Rida,Wild Ones,spotify:track:3bC1ahPIYt1btJzSSEyyrF
Rock Your Body,Justin Timberlake,Justified,spotify:track:1AWQoqb9bSvzTjaLralEkT
SexyBack (feat. Timbaland),Justin Timberlake;Timbaland,FutureSex/LoveSounds,spotify:track:0O45fw2L5vsWpdsOdXwNAR
We Are The Champions - Remastered 2011,Queen,News Of The World (2011 Remaster),spotify:track:1lCRw5FEZ1gPDNPzy1K4zW
We Will Rock You - Remastered 2011,Queen,The Platinum Collection (2011 Remaster),spotify:track:21FAPISdIEJBXw3ahNNKO6
Roar,Katy Perry,PRISM,spotify:track:27tNWlhdAryQY04Gb2ZhUI
You're No Good,Linda Ronstadt,Heart Like A Wheel,spotify:track:23DZLSxCK6kM8FF2RlzKDl
It's so Easy,Linda Ronstadt,Simple Dreams,spotify:track:6AZyiAl6mr3Jcp6AlmiQwF
Not Out,Dragon Pony,Not Out,spotify:track:3vpxOqE2uaaH3lf09soVnA
Under Pressure - Remastered 2011,Queen;David Bowie,Hot Space (2011 Remaster),spotify:track:2fuCquhmrzHpu5xcA1ci9x
Cecilia,Simon & Garfunkel,Bridge Over Troubled Water,spotify:track:6QhXQOpyYvbpdbyjgAqKdY
Ordinary,Alex Warren,Ordinary,spotify:track:6qqrTXSdwiJaq8SO0X2lSe
I Ain't Worried,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",spotify:track:4h9wh7iOZ0GGn8QVp4RAOB
Hall of Fame (feat. will.i.am),The Script;will.i.am,Hall of Fame,spotify:track:3Q5fjWsoBQWn43kzNWEGM2
Iris,The Goo Goo Dolls,Stay with You,spotify:track:4DPdJvSMB6hmrjgC5eC85d
What I Want (feat. Tate McRae),Morgan Wallen;Tate McRae,I’m The Problem,spotify:track:04emojnbYkrRmv5qtJcgVP
Espresso,Sabrina Carpenter,Short n' Sweet,spotify:track:2HRqTpkrJO5ggZyyK6NPWz
I'll Be Waiting,Cian Ducrot,Victory,spotify:track:04zpnoSROKFTCfgkoPcZ5A
I'll Be Waiting,Cian Ducrot,I'll Be Waiting,spotify:track:2nRaAETFbe39JVCFSVDkcc
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,spotify:track:3QaPy1KgI7nu9FJEQUgn6h
undressed,sombr,undressed,spotify:track:4AajxCEwGEsmHmT4H1TwjY
BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,spotify:track:6dOtVTDdiauQNBQEDOtlAB
Die With A Smile,Lady Gaga;Bruno Mars,MAYHEM,spotify:track:7so0lgd0zP2Sbgs2d7a1SZ
I Want It That Way,Backstreet Boys,Millennium,spotify:track:47BBI51FKFwOMlIiX6m8ya
Azisai,Kyanai,Hoshiwokoete,spotify:track:77H6Mah9RsrNvjB4RC65k9
Numb Little Bug - Piano Version,Em Beihold,Numb Little Bug (Piano Version),spotify:track:7zQs5RxMWQBVDTW9zl9CHu
Fallin' All In You,Shawn Mendes,Shawn Mendes,spotify:track:5EYBryPOgIEPB7r5QIy6eG
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix;Macklemore;Fall Out Boy,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),spotify:track:7Feaw9WAEREY0DUOSXJLOM
Told You So,Martin Garrix;Jex,Told You So,spotify:track:52dEZA0A4siRTuA4e8w3ll
Scared to Be Lonely,Martin Garrix;Dua Lipa,Scared to Be Lonely,spotify:track:3ebXMykcMXOcLeJ9xZ17XH
In the Name of Love,Martin Garrix;Bebe Rexha,In the Name of Love,spotify:track:23L5CiUhw2jV1OIMwthR3S
Beautiful Now,Zedd;Jon Bellion,True Colors,spotify:track:2ISSQPb9LHHiV6ng2NXosL
Clarity,Zedd;Foxes,Clarity,spotify:track:60wwxj6Dd9NJlirf84wr2c
The Middle,Zedd;Maren Morris;Grey,The Middle,spotify:track:09IStsImFySgyp0pIQdqAc
Dangerously,Charlie Puth,Nine Track Mind (Special Edition),spotify:track:2EbseeW2cr5zK3J8VuYntw
Light Switch,Charlie Puth,CHARLIE,spotify:track:1jEBSDN5vYViJQr78W7jr2
Cheating on You,Charlie Puth,Cheating on You,spotify:track:0ClPIeT6MSgfSgQ9ZrJbAq
Marvin Gaye (feat. Wale) - Remix,Charlie Puth;Wale,Nine Track Mind (Special Edition),spotify:track:4LfkoDOt4mhrbo8Ndk37sQ
How Long,Charlie Puth,Voicenotes,spotify:track:6wmAHw1szh5RCKSRjiXhPe
One Call Away,Charlie Puth,Nine Track Mind (Special Edition),spotify:track:5MwIGPDKeDb7SpblcaQP6O
Attention,Charlie Puth,Voicenotes,spotify:track:5cF0dROlMOK5uNZtivgu50
History,One Direction,Made In The A.M. (Deluxe Edition),spotify:track:0HMjXBAZmSYOTTi33WpMso
Somebody,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),spotify:track:3KTxIOIZIE7UM6vwCX4Ofv
When You're Gone,Bryan Adams;Melanie C,On A Day Like Today,spotify:track:7p9dd71JR2ucoAuO1Sy0VZ
"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",Bryan Adams,18 Til I Die,spotify:track:32Gf5A7Hr8RdgggXG0Fdks
(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,spotify:track:1Eb90nmqTrxylKFhcUzW8P
Heaven,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),spotify:track:7Ewz6bJ97vUqk5HdkvguFQ
Summer Of '69,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),spotify:track:0GONea6G2XdnHWjNZd6zt3
Regent's Park,Bruno Major,To Let A Good Thing Die,spotify:track:2qiDXgq5fL1FetkhX5xi9L
"Take Me Home, Country Roads (Original Version) [Remastered]",John Denver,Pure... Country,spotify:track:448mZKZ9AizlUi3zcaBgD6
sukidakara,mihoyana;exSyle,sukidakara,spotify:track:6Pu6usnfnX3y8wu1WyvuYf
LA･LA･LA LOVE SONG,Toshinobu Kubota;Naomi Campbell,LA･LA･LA LOVE THANG,spotify:track:2NFKSwzaNKXAqBqlXgeTEo
Brown Eyes,Destiny's Child,Survivor,spotify:track:1urmwhtXPiakhcqvqUi3rp
Coffee,beabadoobee,Coffee,spotify:track:429NtPmr12aypzFH3FkN9l
Right Here Waiting,Richard Marx,Stories To Tell,spotify:track:2z8Fra4oOpOOLzYedOPY4I
Right Here Waiting,Richard Marx,Repeat Offender,spotify:track:4LFwNJWoj74Yd71fIr1W8x
Too Much Heaven,Bee Gees,Spirits Having Flown,spotify:track:6T5GTy1l6dRmagqpNPjdoc
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),spotify:track:0Cy7wt6IlRfBPHXXjmZbcP
You Should Be Dancing,Bee Gees,Children Of The World,spotify:track:2xiOdusRnZezQok1RgLNeS
More Than A Woman,Bee Gees,Greatest,spotify:track:49OMJ1prsRA7ZYgrAjz70c
"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,spotify:track:3mRM4NM8iO7UBqrSigCQFH
How Deep Is Your Love,Bee Gees,Greatest,spotify:track:2JoZzpdeP2G6Csfdq5aLXP
Stay,Zedd;Alessia Cara,Stay,spotify:track:6uBhi9gBXWjanegOb2Phh0
Block me out,Gracie Abrams,Good Riddance (Deluxe),spotify:track:1w0o2PLYzpFnnyEnOoD7qX
Astronomy,Conan Gray,Superache,spotify:track:2JN3ugW1cEahbYw0I5mw5U
Espresso,Sabrina Carpenter,Espresso,spotify:track:2qSkIjg1o9h3YT9RAgYN75
Style,Taylor Swift,1989 (Deluxe),spotify:track:0ug5NqcwcFR2xrfTkc7k8e
You Are The Reason,Calum Scott,Only Human (Deluxe),spotify:track:69vToJ9BMbbLlFZo7k7A7B
STAY (with Justin Bieber),The Kid LAROI;Justin Bieber,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20
Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,spotify:track:161DnLWsx1i3u1JT05lzqU
Nonsense,Sabrina Carpenter,emails i can't send,spotify:track:6dgUya35uo964z7GZXM07g
We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth;Selena Gomez,Nine Track Mind (Special Edition),spotify:track:54PbBpquVfhfrwRwvjSXbI
"Rock Me - Live Version from The Motion Picture ""One Direction: This Is Us""",One Direction,Midnight Memories,spotify:track:556dq53fPiJ1aiXRSXI2bA
Gotta Be You,One Direction,Up All Night,spotify:track:3jJ5NJ3aNWvV70Rd7hgZIH
Best Song Ever,One Direction,Midnight Memories (Deluxe),spotify:track:5T7ZFtCcOgkpjxcuaeZbw0
"10,000 Hours (with Justin Bieber)",Dan + Shay;Justin Bieber,"10,000 Hours (with Justin Bieber)",spotify:track:2wrJq5XKLnmhRXHIAf9xBa
Despacito,Luis Fonsi;Daddy Yankee,VIDA,spotify:track:6habFhsOp2NvshLv26DqMb
Tutu,Camilo;Pedro Capó,Por Primera Vez,spotify:track:1Ol5LmdNDNpFu1oNwfgkux
ADMV,Maluma,ADMV,spotify:track:3eJMSq78dDaFb7VvhNFnq6
No Se Va,Morat,Balas Perdidas,spotify:track:4khWEpnaijN0G1x019Uzdr
Colgando en tus manos (con Marta Sánchez),Carlos Baute;Marta Sánchez,De mi puño y letra - Edicion Coleccionista,spotify:track:4EMbybK0uJ7HORa61dEgHs
Rosas,La Oreja de Van Gogh,París,spotify:track:06p2Ij0lXD45LODQDCov0u
¡Corre!,Jesse & Joy,Soltando Al Perro,spotify:track:2vvNis3hkTqbs6jIsGrs3N
Besos En Guerra,Morat;Juanes,Balas Perdidas,spotify:track:1mlGScrDQqHqmhdIqE8MmA
Yo Te Amo,Chayanne,Simplemente,spotify:track:2sKo5u6IppUEudIz265wYa
Un Año,Sebastian Yatra;Reik,FANTASÍA,spotify:track:2vrpcQNg6itmgVZWsNjWe0
Last Train Home,John Mayer,Sob Rock,spotify:track:0tgBtQ0ISnMQOKorrN9HLX
New Light,John Mayer,Sob Rock,spotify:track:4T6FWA703h6H7zk1FoSARw
Slow Dancing in a Burning Room,John Mayer,Continuum,spotify:track:2jdAk8ATWIL3dwT47XpRfu
I Won't Give Up,Jason Mraz,Love Is a Four Letter Word,spotify:track:5ivF4eQBqJiVL5IAE9jRyl
Lucky,Jason Mraz;Colbie Caillat,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),spotify:track:2qLMf6TuEC3ruGJg4SMMN6
Right To Be Wrong,Joss Stone,Mind Body & Soul,spotify:track:1atxtvAHagXDZYTuUWAoEC
Super Duper Love,Joss Stone,The Soul Sessions,spotify:track:30yn7KuCLbXGCXxjsB0C8K
Amor del Bueno,Reyli Barba,Reyli En La Luna,spotify:track:2G74yhtIMW8tJY5I83dS4Z
Close To You,Gracie Abrams,The Secret of Us (Deluxe),spotify:track:3c5VB77JWXirY1jP2do3oS
Cool,Gracie Abrams,The Secret of Us (Deluxe),spotify:track:2ecvIBF7gopXpdkmZXT1HO
Mess It Up,Gracie Abrams,Mess It Up,spotify:track:0PLhwCmQ7cC3ThRGPn3HxF
Why Why Why,Shawn Mendes,Shawn,spotify:track:70P4ThOh8htmbp1opqcCaE
Death Wish Love (From Twisters: The Album),Benson Boone,Death Wish Love (From Twisters: The Album),spotify:track:5CYblb1W46TNSWMR7BBwS2
Before You,Benson Boone,Before You,spotify:track:523f4oSjrZx83XDtRLnsIw
Cry,Benson Boone,Fireworks & Rollerblades,spotify:track:3h76tbaYIamSeJL81X7ZwI
Pretty Slowly,Benson Boone,Pretty Slowly,spotify:track:1QxxBUAx42J8pIFYJJR880
Ghost Town,Benson Boone,Fireworks & Rollerblades,spotify:track:6HuHyXviAdpmnQu73JHfBz
NIGHTS LIKE THESE,Benson Boone,Walk Me Home...,spotify:track:33vZRjxJScapmRShRJq8I0
In The Stars,Benson Boone,Fireworks & Rollerblades,spotify:track:315aBOUD3xtj7sUMXtRgMV
Slow It Down,Benson Boone,Fireworks & Rollerblades,spotify:track:51eSHglvG1RJXtL3qI5trr
Sorry I'm Here For Someone Else,Benson Boone,Sorry I'm Here For Someone Else,spotify:track:3x3K1RP3Zfi2qeMR8kyrNO
Sugar Sweet,Benson Boone,Sugar Sweet,spotify:track:5ZzaQW3InamKZ0KdJVQ1GO
Beautiful Things,Benson Boone,Fireworks & Rollerblades,spotify:track:3xkHsmpQCBMytMJNiDf3Ii
Mystical Magical,Benson Boone,Mystical Magical,spotify:track:221eHga9f9Ne4f8D7WVgPT
Shadow Of A Man,Lady Gaga,MAYHEM,spotify:track:6OC87jHRiovNPEUrgaqFSu
Try,Caleb and Kelsey,Try,spotify:track:2NnXtRph2N5akj6meWY6my
Better Together,Jack Johnson,In Between Dreams,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX
Treat You Better,Shawn Mendes,Illuminate,spotify:track:3QGsuHI8jO1Rx4JWLUh9jd
Señorita,Shawn Mendes;Camila Cabello,Shawn Mendes (Deluxe),spotify:track:6v3KW9xbzN5yKLt9YKDYA2
Stitches,Shawn Mendes,Handwritten,spotify:track:5jsw9uXEGuKyJzs0boZ1bT
Love Is Gone - Acoustic,SLANDER;Dylan Matthew,Love Is Gone (Acoustic),spotify:track:7F1CiKqrY44kh5cDqwHOnx
This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,spotify:track:6ECp64rv50XVz93WvxXMGF
Try Everything,URock,Try Everything,spotify:track:3hmn1KP6kjEmILRvsN2j4B
Easy On Me,Adele,30,spotify:track:46IZ0fSY2mpAiktS3KOqds
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor;John Legend,Title (Deluxe),spotify:track:2YlZnw2ikdb837oKMKjBkW
Love Yourself,Justin Bieber,Purpose (Deluxe),spotify:track:50kpGaPAhYJ3sGmk6vplg0
Sunday Bloody Sunday - Remastered 2008,U2,War (Remastered),spotify:track:6C4LXC9UFH1IKiHYOp0BiJ
Beautiful Day,U2,All That You Can't Leave Behind,spotify:track:0gzqZ9d1jIKo9psEIthwXe
Space Oddity - 2019 Mix,David Bowie,Space Oddity (2019 Mix),spotify:track:6uzxobUznMKavfDBDZR7Fg
Vertigo,U2,How To Dismantle An Atomic Bomb,spotify:track:1gVVSmhWjci8l9Vrsl6HaS
One,U2,Achtung Baby (Deluxe Edition),spotify:track:3G69vJMWsX6ZohTykad2AU
I Still Haven't Found What I'm Looking For,U2,The Joshua Tree (Super Deluxe),spotify:track:6wpGqhRvJGNNXwWlPmkMyO
With Or Without You,U2,The Joshua Tree (Super Deluxe),spotify:track:6ADSaE87h8Y3lccZlBJdXH
Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN;Sia,Icarus Falls,spotify:track:3e7sxremeOE3wTySiOhGiP
Catch My Breath,Kelly Clarkson,Catch My Breath,spotify:track:7kAYyzVhWr3nSqAC7CUOWK
Lonely Road (with Jelly Roll),mgk;Jelly Roll,Lonely Road (with Jelly Roll),spotify:track:3Rfre3qkrhwdZZ7dyznwbN
We Know The Way,Cheol-Kyu Lee;Opetaia Foa'i,Moana (Korean Original Motion Picture Soundtrack),spotify:track:1rhcxMMnaDVAg6dXc0og1y
Sara,Starship,Knee Deep In The Hoopla,spotify:track:0HzjKCZmFhwcO2vnnHpj9q
Dancing Queen,ABBA,Arrival,spotify:track:0GjEhVFGZW8afUYGChu3Rr
Good bye,HYOLYN,My Love From the Star Part 4,spotify:track:1MXw9VhdrArQeGcPQy9A1v
Back To December,Taylor Swift,Speak Now (Deluxe Package),spotify:track:0tr6XR58KBdDYd8qvHVTs8
Two by Two,Andrew Rannells;Josh Gad;Rory O'Malley;Kevin Duda;Clark Johnsen;Justin Bohon;Brian Sears;Scott Barnhardt;Benjamin Schrader;Lewis Cleale,The Book Of Mormon (Original Broadway Cast Recording),spotify:track:7ih0MAOJz2OiaXR1lOO61X
When You're Gone,Avril Lavigne,The Best Damn Thing (Expanded Edition),spotify:track:54JKnDB3CzVu8wNAOM27BI
Wish You Were Here,Avril Lavigne,Goodbye Lullaby (Expanded Edition),spotify:track:5XHf9PBxxHmJFuiDkGNIOA
What the Hell,Avril Lavigne,Goodbye Lullaby (Expanded Edition),spotify:track:2z4U9d5OAA4YLNXoCgioxo
Girlfriend,Avril Lavigne,The Best Damn Thing (Expanded Edition),spotify:track:45hOioMDJktr86iKDHC8gr
cardigan,Taylor Swift,folklore,spotify:track:4R2kfaDFhslZEMJqAFNpdd
Hear me,i-dle,I am,spotify:track:2kgjb8aqV3202cAN7jUaNR
Nxde (Steve Aoki Remix),i-dle;Steve Aoki,Nxde (Steve Aoki Remix),spotify:track:6HXVUmiqWSg3OW6yr5mJCJ
You and I,MIYEON,"My Sibling's Romance (Original Television Soundtrack, Pt. 2)",spotify:track:5O5VwPoOqC4lV3Ffc8eRx3
Paradise,i-dle,I feel,spotify:track:0M0LPSeg23xSAELGs2TbXf
I Want That,i-dle,HEAT,spotify:track:2oGscqSTag2iNgQYNn1dhg
Neverland,i-dle,I SWAY,spotify:track:7xWEF7qpFsMzv9pS7Tnoor
APT.,ROSÉ;Bruno Mars,APT.,spotify:track:5vNRhkKd0yEAg8suGBpjeY
"He's a Pirate - From ""Pirates of the Caribbean: The Curse Of the Black Pearl""/Score",Hans Zimmer;Klaus Badelt;Geoffrey Zanelli,Cinematic Autumn: Iconic Soundtracks,spotify:track:3q309qYANeXY2OvmoqqGPm
Day One (Interstellar Theme),Hans Zimmer,Interstellar (Original Motion Picture Soundtrack) [Expanded Edition],spotify:track:4WmB04GBqS4xPMYN9dHgBw
Now We Are Free,Hans Zimmer;Klaus Badelt;Lisa Gerrard;Gavin Greenaway;The Lyndhurst Orchestra,Gladiator: 20th Anniversary Edition,spotify:track:6k41naacsmD4L3i9AzCFom
How Long Will I Love You,Ellie Goulding,Halcyon Nights,spotify:track:3X003bO0MMxXEsJJxidiig
Cheap Thrills,Sia,This Is Acting,spotify:track:27SdWb2rFzO6GWiYDBTD9j
Chandelier,Sia,1000 Forms Of Fear,spotify:track:4VrWlk8IQxevMvERoX08iC
Kings & Queens,Ava Max,Heaven & Hell,spotify:track:7a53HqqArd4b9NF4XAmlbI
Sweet but Psycho,Ava Max,Heaven & Hell,spotify:track:7DnAm9FOTWE3cUvso43HhI
Whatever,Kygo;Ava Max,KYGO,spotify:track:4rTPLtqJxa4UtCBkdMwSp6
Cry Baby,Clean Bandit;Anne-Marie;David Guetta,Cry Baby,spotify:track:7oDSG2Q9RBU0QjgtfYQOdD
FRIENDS,Marshmello;Anne-Marie,FRIENDS,spotify:track:08bNPGLD8AhKpnnERrAc6G
Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur;Anne-Marie,Rewrite The Stars (with James Arthur & Anne-Marie),spotify:track:6mQLN3zRtAp6ovjusyYKrV
Feel Good (with Daya),Gryffin;ILLENIUM;Daya,Feel Good (with Daya),spotify:track:0Ev562zA4pmUsBqjxsxxdx
Ours (Taylor’s Version),Taylor Swift,Speak Now (Taylor's Version),spotify:track:3yNJkriPzWjkkDAWHIAVUq
Anti-Hero,Taylor Swift,Midnights (3am Edition),spotify:track:02Zkkf2zMkwRGQjZ7T4p8f
Bad Blood,Taylor Swift,1989,spotify:track:0TvQLMecTE8utzoNmvXRbK
invisible string,Taylor Swift,folklore (deluxe version),spotify:track:2ehRU518I0hYqMGQnk4lDY
...Ready For It?,Taylor Swift,reputation,spotify:track:2yLa0QULdQr0qAIvVwN6B5
You Belong With Me (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:1qrpoAMXodY6895hGKoUpA
You Need To Calm Down,Taylor Swift,Lover,spotify:track:6RRNNciQGZEXnqk8SQ9yv5
Snow On The Beach (feat. More Lana Del Rey),Taylor Swift;Lana Del Rey,Midnights (The Til Dawn Edition),spotify:track:4zmKGsrXjLmljb5fTaBTot
Beatbox,NCT DREAM,Beatbox - The 2nd Album Repackage,spotify:track:0CatzXH85XWyBqqdB6qPMB
Nxde,i-dle,I love,spotify:track:6NnCWIWV740gP7DQ8kqdIE
I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things. (Bonus Tracks Version),spotify:track:3S0OXQeoh0w6AY8WQVckRW
"Take Me Home, Country Roads",Yuji Nomi,Whisper of the Heart Image Album,spotify:track:3HhMQ1mRatraBs50x0dpI8
I Knew You Were Trouble.,Taylor Swift,Red (Big Machine Radio Release Special),spotify:track:6FB3v4YcR57y4tXFcdxI1E
"10,000 Hours (with Justin Bieber)",Dan + Shay;Justin Bieber,Good Things,spotify:track:4j5ffIFh7bFT7GZciP1TCy
Something Just Like This,The Chainsmokers;Coldplay,Memories...Do Not Open,spotify:track:6RUKPb4LETWmmr3iAEQktW
Tunak Tunak Tun (Remix) (feat. Daler Mehndi),Todiefor;Daler Mehndi,Tunak Tunak Tun (Remix) (feat. Daler Mehndi),spotify:track:6kZPtpO12FBAgkK4Cf0v18
